USER               PID  %CPU %MEM      VSZ    RSS   TT  STAT STARTED      TIME COMMAND
sathwikperla       601   0.3  0.4 440770784  66944   ??  S    17Aug26  14:20.82 /System/Library/CoreServices/Finder.app/Contents/MacOS/Finder
sathwikperla     64893   0.2  0.6 469794480  94192   ??  S    Sat04PM   8:50.27 /Applications/Antigravity IDE.app/Contents/Frameworks/Antigravity IDE Helper (GPU).app/Contents/MacOS/Antigravity IDE Helper (GPU) --type=gpu-process --user-data-dir=/Users/sathwikperla/Library/Application Support/Antigravity IDE --gpu-preferences=SAAAAAAAAAAgAAAEAAAAAAAAAAAAAGAAAwAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=1718379636,r,8775314317663338400,4653025010671511419,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708988185955192 --seatbelt-client=33
sathwikperla     75086   0.2  0.7 486185696 110112   ??  S    21Aug26  67:18.82 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.170/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-GB --service-sandbox-type=network --metrics-client-id=8f596bda-626b-4c27-a755-5d1633b971a7 --shared-files --metrics-shmem-handle=1752395122,r,3109889469913047230,16384944764516002787,524288 --field-trial-handle=1718379636,r,5925624226357071604,6615223784861784621,262144 --variations-seed-version=20260820-170057.880000-production --pseudonymization-salt-handle=1935764596,r,1381786612274471753,2699144119891962600,4 --trace-process-track-uuid=3190708989122997041 --seatbelt-client=30
sathwikperla     35226   0.2  0.6 1892240720 105968   ??  S    10:27PM   1:57.86 /Applications/Antigravity IDE.app/Contents/Frameworks/Antigravity IDE Helper (Plugin).app/Contents/MacOS/Antigravity IDE Helper (Plugin) --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --user-data-dir=/Users/sathwikperla/Library/Application Support/Antigravity IDE --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,8775314317663338400,4653025010671511419,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190709026604671001
root                 1   0.1  0.1 435245728  18576   ??  Ss   17Aug26  54:43.84 /sbin/launchd
_mysql             563   0.1  0.0 435876848   5024   ??  Ss   17Aug26  15:52.41 /usr/local/mysql/bin/mysqld --user=_mysql --basedir=/usr/local/mysql --datadir=/usr/local/mysql/data --plugin-dir=/usr/local/mysql/lib/plugin --log-error=/usr/local/mysql/data/mysqld.local.err --pid-file=/usr/local/mysql/data/mysqld.local.pid
root               388   0.1  0.0 435359104   8288   ??  Ss   17Aug26  24:14.42 /usr/libexec/corebrightnessd --launchd
sathwikperla     40997   0.1  0.9 437203008 145904   ??  S     3:57PM   0:30.34 /Applications/Docker.app/Contents/MacOS/com.docker.backend services
_networkd          444   0.1  0.1 435363504  11184   ??  Ss   17Aug26   7:38.14 /usr/libexec/symptomsd
sathwikperla     11303   0.1  0.5 486638368  78816   ??  S    Tue04PM   0:37.97 /Applications/Google Chrome.app/Contents/MacOS/Google Chrome --no-startup-window --ash-no-nudges --auto-accept-browser-signin-for-tests --disable-features=OfferMigrationToDiceUsers,OptGuideOnDeviceModel --disable-fre --no-default-browser-check --no-first-run --remote-debugging-port=9222 --user-data-dir=/Users/sathwikperla/.gemini/antigravity-browser-profile
sathwikperla     82863   0.1  1.4 437260560 236304   ??  S    25Aug26  84:52.02 /Applications/WhatsApp.app/Contents/MacOS/WhatsApp
sathwikperla     39304   0.1  0.1 435381504   8896   ??  S    Sat12AM   3:34.92 /opt/homebrew/Cellar/python@3.11/3.11.14_3/Frameworks/Python.framework/Versions/3.11/Resources/Python.app/Contents/MacOS/Python -m uvicorn backend.main:app --host 127.0.0.1 --port 8000
sathwikperla     41217   0.0  0.0 435305008   3936   ??  S     4:00PM   0:00.05 /System/Library/Frameworks/MediaExtension.framework/Versions/A/Helpers/MENotificationAgent
sathwikperla     41218   0.0  0.1 435374528  16464   ??  S     4:00PM   0:00.19 /System/Library/PrivateFrameworks/BackgroundTaskManagement.framework/Support/BackgroundTaskManagementAgent.app/Contents/MacOS/BackgroundTaskManagementAgent
_neuralengine    41214   0.0  0.0 435356768   3200   ??  Ss    4:00PM   0:00.04 /usr/libexec/aneuserd
root             41203   0.0  0.0 435318064   2272   ??  Ss    4:00PM   0:00.02 /usr/libexec/fskit_helper
sathwikperla     41202   0.0  0.0 435334720   6576   ??  Ss    4:00PM   0:00.03 /System/Library/ExtensionKit/Extensions/com.apple.fskit.msdos.appex/Contents/MacOS/com.apple.fskit.msdos -LaunchArguments eyJ0eXBlIjoxLCJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5mc2tpdC5tc2RvcyIsImVuaGFuY2VkU2VjdXJpdHkiOmZhbHNlfQ==
sathwikperla     41200   0.0  0.1 435382640  16208   ??  S     4:00PM   0:00.09 /usr/libexec/fskit_agent
root             41199   0.0  0.1 435381280  14736   ??  Ss    4:00PM   0:00.09 /usr/libexec/fskitd
sathwikperla     41198   0.0  0.0 435382144   4256   ??  Ss    4:00PM   0:17.81 /System/Library/PrivateFrameworks/DiskImages.framework/Resources/diskimages-helper -uuid DF9923D4-9478-42B7-9C9F-2D18649D1030 -post-exec 4
root             41196   0.0  0.0 435316256   2512   ??  Ss    4:00PM   0:00.03 /System/Library/PrivateFrameworks/DiskImages.framework/Resources/hdiejectd
sathwikperla     41178   0.0  0.1 411870288  18064 s021  S+    3:59PM   0:00.27 docker run -it ubuntu bash
sathwikperla     41068   0.0  0.2 469169008  40480   ??  S     3:57PM   0:00.22 /Applications/Docker.app/Contents/MacOS/Docker Desktop.app/Contents/Frameworks/Docker Desktop Helper.app/Contents/MacOS/Docker Desktop Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=network --user-data-dir=/Users/sathwikperla/Library/Application Support/Docker Desktop --standard-schemes=app --enable-sandbox --secure-schemes=app --fetch-schemes=dd --code-cache-schemes=app --shared-files --field-trial-handle=1718379636,r,1143534405462751259,17268301305737924847,262144 --enable-features=PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=LocalNetworkAccessChecks,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708989122997041 --seatbelt-client=24
sathwikperla     41067   0.0  0.3 469294688  58272   ??  S     3:57PM   0:05.86 /Applications/Docker.app/Contents/MacOS/Docker Desktop.app/Contents/Frameworks/Docker Desktop Helper (GPU).app/Contents/MacOS/Docker Desktop Helper (GPU) --type=gpu-process --user-data-dir=/Users/sathwikperla/Library/Application Support/Docker Desktop --gpu-preferences=SAAAAAAAAAAgAAAEAAAAAAAAAAAAAGAAAwAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=1718379636,r,1143534405462751259,17268301305737924847,262144 --enable-features=PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=LocalNetworkAccessChecks,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708988185955192 --seatbelt-client=41
sathwikperla     41045   0.0  0.0 436630544   5392   ??  S     3:57PM   0:00.02 /Applications/Docker.app/Contents/Resources/cli-plugins/docker-sandbox daemon start
sathwikperla     41037   0.0  0.2 436754320  28832   ??  S     3:57PM   0:00.27 /Applications/Docker.app/Contents/MacOS/com.docker.virtualization --kernel /Applications/Docker.app/Contents/Resources/linuxkit/kernel --cmdline init=/initd loglevel=1 root=/dev/vdb rootfstype=erofs ro vsyscall=emulate panic=0 eth0.dhcp eth1.dhcp linuxkit.unified_cgroup_hierarchy=1 console=hvc0   virtio_net.disable_csum=1 vpnkit.connect=connect://2/1999 --boot /Applications/Docker.app/Contents/Resources/linuxkit/desktop.img --disk /Users/sathwikperla/Library/Containers/com.docker.docker/Data/vms/0/data/Docker.raw --networkType gvisor --cpus 10 --memoryMiB 8092 --console-log /Users/sathwikperla/Library/Containers/com.docker.docker/Data/log/vm/console.log --watchdog --virtiofs /Users --virtiofs /Volumes --virtiofs /private --virtiofs /tmp --virtiofs /var/folders --rosetta
sathwikperla     41032   0.0  0.1 412126448  17184   ??  S     3:57PM   0:00.24 /Applications/Docker.app/Contents/MacOS/com.docker.build --log-no-timestamp
sathwikperla     40998   0.0  0.1 436829984  21808   ??  S     3:57PM   0:00.52 /Applications/Docker.app/Contents/MacOS/com.docker.backend fork
sathwikperla     40996   0.0  0.1 436830848  24048   ??  S     3:57PM   0:01.44 /Applications/Docker.app/Contents/MacOS/com.docker.backend
sathwikperla     40838   0.0  0.2 435856256  33312   ??  Ss    3:44PM   0:00.87 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
sathwikperla     40836   0.0  0.0 435383104   2016   ??  Ss    3:44PM   0:00.02 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
sathwikperla     40749   0.0  0.0 435309456   1408 s021  S     3:39PM   0:00.09 -zsh
root             40748   0.0  0.0 435308880   7648 s021  Ss    3:39PM   0:00.01 login -pf sathwikperla
sathwikperla     40690   0.0  0.1 435414144  18304   ??  S     3:38PM   0:00.51 /usr/libexec/studentd
sathwikperla     40627   0.0  0.5 435902816  75776   ??  S     3:36PM   0:09.73 /System/Applications/Utilities/Terminal.app/Contents/MacOS/Terminal
sathwikperla     40408   0.0  0.8 1949235936 137936   ??  S     3:21PM   0:11.02 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.170/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=8f596bda-626b-4c27-a755-5d1633b971a7 --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=10137 --time-ticks-at-unix-epoch=-1787241991547201 --launch-time-ticks=385462702435 --shared-files --metrics-shmem-handle=1752395122,r,6397921780550012748,18290178948122416403,2097152 --field-trial-handle=1718379636,r,5925624226357071604,6615223784861784621,262144 --variations-seed-version=20260820-170057.880000-production --pseudonymization-salt-handle=1935764596,r,1381786612274471753,2699144119891962600,4 --trace-process-track-uuid=3190718485105094807 --seatbelt-client=353
sathwikperla     40350   0.0  0.1 435384624  10880   ??  S     3:16PM   0:00.34 /System/Library/PrivateFrameworks/IntelligenceFlowContextRuntime.framework/Versions/A/intelligencecontextd
_netbios         40187   0.0  0.0 435358064   5808   ??  SNs   3:02PM   0:01.20 /usr/sbin/netbiosd
sathwikperla     40176   0.0  0.1 435371584  14352   ??  S     3:01PM   0:01.12 /usr/libexec/proactived
sathwikperla     40174   0.0  0.0 435356720   7760   ??  S     3:01PM   0:00.24 /System/Library/PrivateFrameworks/Synapse.framework/Support/contentlinkingd
sathwikperla     40166   0.0  0.0 435358400   6640   ??  S     3:00PM   0:00.14 /System/Library/PrivateFrameworks/SessionCore.framework/Support/liveactivitiesd
sathwikperla     40161   0.0  0.0 435362016   6112   ??  S     3:00PM   0:00.28 /usr/libexec/dmd
sathwikperla     40130   0.0  0.2 435595328  32976   ??  S     2:49PM   0:00.50 /System/Library/PrivateFrameworks/AccessibilitySupport.framework/Versions/A/Resources/AccessibilityVisualsAgent.app/Contents/MacOS/AccessibilityVisualsAgent
sathwikperla     39927   0.0  0.0 435359424   5600   ??  S     2:31PM   0:00.13 /System/Library/PrivateFrameworks/CoreParsec.framework/parsec-fbf
sathwikperla     39856   0.0  0.1 435370000  16192   ??  S     2:24PM   0:01.43 /System/Library/CoreServices/talagentd
root             39793   0.0  0.1 435578448   9776   ??  Ss    2:20PM   0:00.19 /usr/sbin/systemsoundserverd
sathwikperla     39769   0.0  0.0 435361808   6736   ??  S     2:18PM   0:00.16 /usr/libexec/keyboardservicesd
sathwikperla     39765   0.0  0.1 435362736  11808   ??  S     2:17PM   0:00.37 /System/iOSSupport/System/Library/PrivateFrameworks/HomeEnergyDaemon.framework/Support/homeenergyd
sathwikperla     39732   0.0  0.1 435369760   9616   ??  Ss    2:17PM   0:00.39 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
root             39728   0.0  0.1 435374496  17232   ??  Ss    2:17PM   0:00.48 /System/Library/PrivateFrameworks/AppSSO.framework/Support/AppSSODaemon
sathwikperla     39723   0.0  0.2 435519776  29680   ??  S     2:17PM   0:00.38 /System/Library/PrivateFrameworks/AppSSO.framework/Support/AppSSOAgent.app/Contents/MacOS/AppSSOAgent
sathwikperla     39722   0.0  0.0 435356688   6832   ??  S     2:17PM   0:00.12 /System/Library/PrivateFrameworks/iCloudNotification.framework/iCloudNotificationAgent
root             39721   0.0  0.0 435357296   7248   ??  Ss    2:17PM   0:00.47 /usr/libexec/nesessionmanager
sathwikperla     39718   0.0  0.1 435383664  11584   ??  S     2:17PM   0:00.60 /usr/libexec/mlhostd
sathwikperla     39706   0.0  0.1 435422864  17296   ??  S     2:01PM   0:00.32 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreautha.bundle/Contents/MacOS/coreautha
root             39690   0.0  0.0 435356976   4800   ??  Ss    2:00PM   0:01.04 /usr/libexec/findmybeaconingd
sathwikperla     39689   0.0  0.1 435368816  10880   ??  S     1:59PM   0:00.78 /System/Library/PrivateFrameworks/IMDPersistence.framework/XPCServices/IMDPersistenceAgent.xpc/Contents/MacOS/IMDPersistenceAgent
sathwikperla     39685   0.0  0.0 435371584   6704   ??  Ss    1:59PM   0:00.06 /System/Library/ExtensionKit/Extensions/IFTranscriptSELFIngestor.appex/Contents/MacOS/IFTranscriptSELFIngestor -LaunchArguments eyJ0eXBlIjoxLCJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5saWdodGhvdXNlLklGVHJhbnNjcmlwdFNFTEZJbmdlc3RvciIsImVuaGFuY2VkU2VjdXJpdHkiOmZhbHNlfQ==
sathwikperla     39684   0.0  0.0 435371920   7136   ??  Ss    1:59PM   0:00.05 /System/Library/ExtensionKit/Extensions/GMSSELFIngestor.appex/Contents/MacOS/GMSSELFIngestor -LaunchArguments eyJ0eXBlIjoxLCJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5zaXJpLkdNU1NFTEZJbmdlc3RvciIsImVuaGFuY2VkU2VjdXJpdHkiOmZhbHNlfQ==
sathwikperla     39683   0.0  0.0 435371520   6480   ??  Ss    1:59PM   0:00.05 /System/Library/ExtensionKit/Extensions/IFTelemetrySELFIngestor.appex/Contents/MacOS/IFTelemetrySELFIngestor -LaunchArguments eyJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUubGlnaHRob3VzZS5JRlRlbGVtZXRyeVNFTEZJbmdlc3RvciIsInR5cGUiOjF9
sathwikperla     39682   0.0  0.0 435371392   6704   ??  Ss    1:59PM   0:00.08 /System/Library/ExtensionKit/Extensions/BiomeSELFIngestor.appex/Contents/MacOS/BiomeSELFIngestor -LaunchArguments eyJ0eXBlIjoxLCJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5saWdodGhvdXNlLkJpb21lU0VMRkluZ2VzdG9yIiwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
sathwikperla     39681   0.0  0.1 435370448  11856   ??  Ss    1:59PM   0:00.38 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
sathwikperla     39680   0.0  0.1 435366416  13616   ??  Ss    1:59PM   0:00.19 /System/Library/PrivateFrameworks/SiriAnalytics.framework/Versions/A/XPCServices/SAExtensionOrchestrator.xpc/Contents/MacOS/SAExtensionOrchestrator
sathwikperla     39648   0.0  0.1 435374480  14560   ??  S     1:59PM   0:00.34 /System/Library/CoreServices/Keychain Circle Notification.app/Contents/MacOS/Keychain Circle Notification
sathwikperla     39550   0.0  0.1 435384816  18336   ??  S     1:53PM   0:01.48 /usr/libexec/gamed
root             39541   0.0  0.0 435321440   2576   ??  Ss    1:53PM   0:00.03 /usr/libexec/keybagd -t 15
sathwikperla     39532   0.0  0.0 435322272   5600   ??  S     1:53PM   0:00.07 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar
sathwikperla     39526   0.0  0.2 440016720  33216   ??  Ss    1:53PM   0:00.91 /System/Library/PrivateFrameworks/UIFoundation.framework/Versions/A/XPCServices/nsattributedstringagent.xpc/Contents/MacOS/nsattributedstringagent
sathwikperla     39512   0.0  0.1 435363760  10848   ??  S     1:53PM   0:00.86 /System/Library/PrivateFrameworks/ContactsDonation.framework/Versions/A/Support/contactsdonationagent
sathwikperla     39507   0.0  0.2 439989488  30896   ??  S     1:53PM   0:00.64 /System/Library/PrivateFrameworks/Noticeboard.framework/Versions/A/Resources/nbagent.app/Contents/MacOS/nbagent
sathwikperla     39505   0.0  0.2 435539376  28816   ??  S     1:53PM   0:00.50 /System/Library/PrivateFrameworks/SoftwareUpdate.framework/Resources/SoftwareUpdateNotificationManager.app/Contents/MacOS/SoftwareUpdateNotificationManager
_softwareupdate  39448   0.0  0.0 435359072   5344   ??  Ss    1:53PM   0:00.18 /System/Library/PrivateFrameworks/MobileSoftwareUpdate.framework/Support/softwareupdated
sathwikperla     39435   0.0  0.1 435365888  11808   ??  S     1:53PM   0:00.77 /System/Library/Frameworks/Contacts.framework/Support/postersyncd
sathwikperla     39420   0.0  0.1 435363088  12320   ??  S     1:53PM   0:00.54 /usr/libexec/tipsd
sathwikperla     39406   0.0  0.1 435524176   9152   ??  S     1:53PM   0:00.58 /System/Cryptexes/App/usr/libexec/SafariBookmarksSyncAgent
sathwikperla     39396   0.0  0.0 435361824   7056   ??  S     1:53PM   0:00.19 /usr/libexec/intelligentroutingd
sathwikperla     39384   0.0  0.1 435400624  22736   ??  S     1:53PM   0:01.08 /System/Library/PrivateFrameworks/AMPLibrary.framework/Versions/A/Support/AMPLibraryAgent --launchd
sathwikperla     39327   0.0  0.2 435542096  31408   ??  S     1:53PM   0:09.18 /System/Library/PrivateFrameworks/PhotoAnalysis.framework/Versions/A/Support/photoanalysisd
sathwikperla     39325   0.0  0.2 435680112  33920   ??  S     1:53PM   0:34.75 /System/Library/PrivateFrameworks/MediaAnalysis.framework/Versions/A/mediaanalysisd
sathwikperla     39287   0.0  0.0 435360672   7888   ??  S     1:36PM   0:00.44 /System/Library/PrivateFrameworks/IntelligencePlatformCore.framework/Versions/A/intelligenceplatformd
sathwikperla     39275   0.0  0.0 435362704   6960   ??  S     1:36PM   0:00.39 /System/Library/PrivateFrameworks/MapsSync.framework/mapssyncd
root             39269   0.0  0.0 435321264   1648   ??  Ss    1:35PM   0:00.14 /usr/libexec/logd_helper
sathwikperla     39003   0.0  0.1 435367296  24384   ??  S     9:23AM   0:01.40 /System/Library/PrivateFrameworks/DataAccess.framework/Support/dataaccessd
sathwikperla     38908   0.0  0.1 435365376  11568   ??  S     7:46AM   0:00.47 /usr/libexec/promotedcontentd
sathwikperla     38905   0.0  0.1 435402592  15440   ??  S     7:46AM   0:02.52 /System/Library/PrivateFrameworks/AppStoreDaemon.framework/Support/appstoreagent
sathwikperla     38780   0.0  0.0 435464928   7600   ??  S     5:15AM   0:00.39 /System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService
sathwikperla     38718   0.0  0.0 435369696   6048   ??  S     3:52AM   0:00.15 /System/Library/CoreServices/pbs
